2	1	1
3	1	1
4	1	1
5	1	1
6	1	1
7	1	1
8	1	1
9	1	1
10	1	1
11	1	1
12	1	1
13	1	1
16	1	1
17	1	1
20	1	1
21	1	1
22	1	1
23	1	1
24	1	1
25	1	1
26	1	1
27	1	1
28	1	1
30	1	1
32	1	1
33	1	1
36	1	1
38	1	1
39	1	1
42	1	1
47	1	1
55	1	1
61	1	1
93	1	1
102	1	1
109	1	1
110	1	1
111	1	1
121	1	1
129	1	1
130	1	1
133	1	1
134	1	1
138	1	1
147	1	1
157	1	1
161	1	1
166	1	1
168	1	1
169	1	1
185	1	1
201	1	1
203	1	1
205	1	1
208	1	1
218	1	1
276	1	1
281	1	1
322	1	1
324	1	1
328	1	1
339	1	1
363	1	1
489	1	1
562	1	1
564	1	1
575	1	1
610	1	1
618	1	1
619	1	1
654	1	1
688	1	1
764	1	1
810	1	1
838	1	1
914	1	1
989	1	1
1240	1	1
1377	1	1
1429	1	1
1556	1	1
1667	1	1
1732	1	1
1733	1	1
1754	1	1
1880	1	1
1979	1	1
2079	1	1
2104	1	1
2118	1	1
2197	1	1
2255	1	1
2285	1	1
2349	1	1
2354	1	1
2447	1	1
2530	1	1
2602	1	1
2671	1	1
2801	1	1
3133	1	1
3433	1	1
3434	1	1
3701	1	1
3802	1	1
3839	1	1
3938	1	1
4163	1	1
4177	1	1
4240	1	1
4299	1	1
4394	1	1
4450	1	1
4634	1	1
4694	1	1
4698	1	1
4718	1	1
4872	1	1
4962	1	1
4972	1	1
5349	1	1
5435	1	1
5652	1	1
5655	1	1
5722	1	1
5731	1	1
6007	1	1
6287	1	1
6636	1	1
6907	1	1
7018	1	1
7154	1	1
7223	1	1
7687	1	1
7789	1	1
8516	1	1
8965	1	1
9206	1	1
9262	1	1
9782	1	1
9789	1	1
9906	1	1
10034	1	1
10060	1	1
10333	1	1
11115	1	1
11259	1	1
11525	1	1
12538	1	1
12769	1	1
12800	1	1
12962	1	1
13148	1	1
14388	1	1
14499	1	1
14700	1	1
14766	1	1
14982	1	1
15699	1	1
15821	1	1
16389	1	1
16456	1	1
17333	1	1
18953	1	1
19103	1	1
19572	1	1
19683	1	1
19914	1	1
19922	1	1
20212	1	1
20508	1	1
20611	1	1
20785	1	1
21475	1	1
22517	1	1
23739	1	1
24057	1	1
24980	1	1
25165	1	1
25898	1	1
26307	1	1
26573	1	1
26582	1	1
26644	1	1
27655	1	1
28418	1	1
28536	1	1
29026	1	1
29582	1	1
29761	1	1
30208	1	1
31432	1	1
31594	1	1
32783	1	1
34443	1	1
34594	1	1
35041	1	1
35365	1	1
36123	1	1
38421	1	1
39466	1	1
40508	1	1
41600	1	1
43425	1	1
44042	1	1
45380	1	1
45708	1	1
46169	1	1
46246	1	1
46336	1	1
47052	1	1
47365	1	1
47588	1	1
48227	1	1
48746	1	1
48929	1	1
51431	1	1
52902	1	1
55152	1	1
55514	1	1
56327	1	1
58356	1	1
58371	1	1
59054	1	1
59136	1	1
60713	1	1
62371	1	1
62831	1	1
71429	1	1
72054	1	1
76737	1	1
77317	1	1
78510	1	1
80680	1	1
81424	1	1
81888	1	1
82586	1	1
84084	1	1
87896	1	1
88510	1	1
91246	1	1
94532	1	1
95995	1	1
97362	1	1
97844	1	1
98380	1	1
99329	1	1
105304	1	1
106359	1	1
110270	1	1
114004	1	1
115045	1	1
118112	1	1
119710	1	1
127716	1	1
129739	1	1
133589	1	1
133937	1	1
136686	1	1
142677	1	1
142743	1	1
143374	1	1
145987	1	1
148016	1	1
152473	1	1
161308	1	1
166708	1	1
167334	1	1
167499	1	1
173300	1	1
178679	1	1
178834	1	1
180907	1	1
191134	1	1
191967	1	1
192700	1	1
194094	1	1
197984	1	1
200693	1	1
210978	1	1
213292	1	1
213791	1	1
217799	1	1
217838	1	1
218264	1	1
221575	1	1
222200	1	1
225311	1	1
226860	1	1
230817	1	1
234393	1	1
234399	1	1
246454	1	1
260445	1	1
269383	1	1
271355	1	1
272395	1	1
284310	1	1
286305	1	1
301772	1	1
312926	1	1
313611	1	1
316051	1	1
320836	1	1
323245	1	1
325751	1	1
328512	1	1
328759	1	1
330412	1	1
335023	1	1
337549	1	1
340381	1	1
350124	1	1
351478	1	1
365163	1	1
365819	1	1
369524	1	1
373845	1	1
390251	1	1
395708	1	1
398993	1	1
401050	1	1
408201	1	1
410809	1	1
411007	1	1
426021	1	1
427417	1	1
430171	1	1
431827	1	1
432065	1	1
450163	1	1
457648	1	1
461417	1	1
461611	1	1
466049	1	1
490253	1	1
490983	1	1
525140	1	1
527688	1	1
533446	1	1
535210	1	1
536137	1	1
537158	1	1
538763	1	1
558886	1	1
578380	1	1
581138	1	1
581615	1	1
584610	1	1
589785	1	1
591135	1	1
593174	1	1
626408	1	1
630953	1	1
634558	1	1
647149	1	1
649242	1	1
657452	1	1
676311	1	1
684816	1	1
689927	1	1
696434	1	1
697603	1	1
700815	1	1
723838	1	1
736270	1	1
741275	1	1
756001	1	1
761553	1	1
767746	1	1
773669	1	1
777415	1	1
782946	1	1
782981	1	1
785695	1	1
798247	1	1
800712	1	1
804121	1	1
814140	1	1
815574	1	1
822482	1	1
838599	1	1
840372	1	1
864795	1	1
885804	1	1
907702	1	1
914095	1	1
916044	1	1
921488	1	1
928273	1	1
928628	1	1
938319	1	1
1000688	1	1
1006428	1	1
1007250	1	1
1009134	1	1
1011600	1	1
1018983	1	1
1020553	1	1
1024299	1	1
1038778	1	1
1042719	1	1
1053318	1	1
1093859	1	1
1106569	1	1
1140606	1	1
1141507	1	1
1152998	1	1
1154892	1	1
1180951	1	1
1201882	1	1
1236017	1	1
1248136	1	1
1269914	1	1
1280512	1	1
1285832	1	1
1376048	1	1
1417438	1	1
1454191	1	1
1454361	1	1
1476182	1	1
1553550	1	1
1561608	1	1
1590371	1	1
1604064	1	1
1605291	1	1
1609871	1	1
1618174	1	1
1656702	1	1
1678235	1	1
1694712	1	1
1701720	1	1
1833591	1	1
1839904	1	1
1872226	1	1
1875357	1	1
1879866	1	1
1992055	1	1
2039931	1	1
2072284	1	1
2089439	1	1
2108269	1	1
2149862	1	1
2165661	1	1
2192548	1	1
2269823	1	1
2294632	1	1
2303603	1	1
2344572	1	1
2346921	1	1
2369240	1	1
2387553	1	1
2390484	1	1
2513187	1	1
2523284	1	1
2569488	1	1
2569808	1	1
2596354	1	1
2606308	1	1
2653647	1	1
2672590	1	1
2680733	1	1
2682765	1	1
2695264	1	1
2717229	1	1
2723648	1	1
2743407	1	1
2804096	1	1
2817412	1	1
2823481	1	1
2880026	1	1
2892611	1	1
2898454	1	1
2923909	1	1
2967971	1	1
2983888	1	1
3008789	1	1
3018552	1	1
3072424	1	1
3074016	1	1
3125145	1	1
3149355	1	1
3216173	1	1
3272255	1	1
3303442	1	1
3353729	1	1
3382495	1	1
3611515	1	1
3704115	1	1
3808474	1	1
3933744	1	1
3947764	1	1
3954704	1	1
4087528	1	1
4154654	1	1
4171043	1	1
4291623	1	1
4310048	1	1
4387602	1	1
4619638	1	1
4632355	1	1
4845005	1	1
4867981	1	1
4870944	1	1
4998217	1	1
5187330	1	1
5459506	1	1
5650078	1	1
5844366	1	1
5901346	1	1
5965898	1	1
5985454	1	1
6019467	1	1
6193816	1	1
6233472	1	1
6429056	1	1
6431279	1	1
6946331	1	1
7031422	1	1
7194040	1	1
7299429	1	1
7569740	1	1
7695454	1	1
8013625	1	1
8047174	1	1
8082918	1	1
8398879	1	1
8521632	1	1
8522311	1	1
8647705	1	1
8706996	1	1
8865435	1	1
8867215	1	1
9008066	1	1
9675987	1	1
9694695	1	1
10433679	1	1
10798504	1	1
11163835	1	1
11250957	1	1
12239680	1	1
12245922	1	1
12330738	1	1
12469155	1	1
12593522	1	1
12674937	1	1
13086377	1	1
13156643	1	1
13344730	1	1
13688865	1	1
13945057	1	1
13978386	1	1
14081615	1	1
14964069	1	1
15221095	1	1
15270901	1	1
15654470	1	1
15657698	1	1
16723588	1	1
17420127	1	1
17835296	1	1
18028188	1	1
18556283	1	1
19076901	1	1
19239596	1	1
19582701	1	1
20630481	1	1
20732639	1	1
21379574	1	1
21536827	1	1
21674826	1	1
23019710	1	1
23686368	1	1
25213411	1	1
25227397	1	1
25715345	1	1
26957861	1	1
27146604	1	1
27637602	1	1
28274188	1	1
28354640	1	1
28605414	1	1
29813601	1	1
30368602	1	1
38301733	1	1
39685507	1	1
1	2	1
3	2	1
4	2	1
5	2	1
6	2	1
7	2	1
8	2	1
20	2	1
22	2	1
28	2	1
29	2	1
32	2	1
36	2	1
45	2	1
55	2	1
61	2	1
129	2	1
130	2	1
131	2	1
133	2	1
203	2	1
208	2	1
219	2	1
276	2	1
281	2	1
300	2	1
322	2	1
563	2	1
570	2	1
610	2	1
619	2	1
1088	2	1
2152	2	1
2530	2	1
2602	2	1
2604	2	1
2687	2	1
4177	2	1
4394	2	1
4923	2	1
6560	2	1
6646	2	1
6907	2	1
7154	2	1
7687	2	1
8012	2	1
8965	2	1
9262	2	1
9902	2	1
9906	2	1
9921	2	1
10060	2	1
11886	2	1
14388	2	1
14982	2	1
15699	2	1
16456	2	1
19840	2	1
20508	2	1
24057	2	1
26582	2	1
29582	2	1
29863	2	1
33909	2	1
34594	2	1
34751	2	1
